SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Single Family Residential,419 Garfield St,San Francisco,CA,94132,1249000,4,2.0,San Francisco,1700,2200,1947,2,735,,Active,,,https://www.redfin.com/CA/San-Francisco/419-Garfield-St-94132/home/1027567,San Francisco MLS,421614829,N,Y,37.719521,-122.4666932
MLS Listing,,Single Family Residential,3670 Mission St,San Francisco,CA,94110,1488888,4,2.5,Mission District,1340,1875,1921,5,1111,,Active,,,https://www.redfin.com/CA/San-Francisco/3670-Mission-St-94110/home/1363483,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40974535,N,Y,37.7376613,-122.4243173
MLS Listing,,Condo/Co-op,151 Alice B. Toklas Pl #509,San Francisco,CA,94109,998000,1,1.0,San Francisco,1337,25240,1920,22,746,885,Active,,,https://www.redfin.com/CA/San-Francisco/151-Alice-B-Toklas-94109/unit-509/home/574531,San Francisco MLS,421611997,N,Y,37.7851019,-122.4205839
MLS Listing,,Condo/Co-op,1938 Scott St,San Francisco,CA,94115,1995000,4,3.0,San Francisco,1968,2572,1890,23,1014,350,Active,,,https://www.redfin.com/CA/San-Francisco/1938-Scott-St-94115/home/1657761,San Francisco MLS,421607501,N,Y,37.7878744,-122.4384597
MLS Listing,,Condo/Co-op,401 Harrison St Unit 46B,San Francisco,CA,94105,7900000,3,3.0,San Francisco,3214,56023,2014,25,2458,1900,Active,,,https://www.redfin.com/CA/San-Francisco/401-Harrison-St-94105/unit-46B/home/144064341,San Francisco MLS,421610511,N,Y,37.7863747,-122.3919931
MLS Listing,,Condo/Co-op,10 Inca Ln #1,San Francisco,CA,94115,599000,2,1.0,San Francisco,840,,,30,713,754,Active,,,https://www.redfin.com/CA/San-Francisco/10-Inca-Ln-94115/unit-1/home/12401313,San Francisco MLS,421609286,N,Y,37.7829941,-122.4288754
MLS Listing,,Single Family Residential,836 48th Ave,SAN FRANCISCO,CA,94121,1498000,5,4.0,SAN FRANCISCO,2153,3598,1951,31,696,,Active,,,https://www.redfin.com/CA/San-Francisco/836-48th-Ave-94121/home/2033612,MLSListings,ML81869146,N,Y,37.7725806,-122.508654
MLS Listing,,Single Family Residential,773 Minna St,SAN FRANCISCO,CA,94103,1888000,2,2.5,SAN FRANCISCO,2520,1600,1906,51,749,,Active,,,https://www.redfin.com/CA/San-Francisco/773-Minna-St-94103/home/28945815,MLSListings,ML81867047,N,Y,37.7760888,-122.4135468
MLS Listing,,Condo/Co-op,201 Harrison St #501,SAN FRANCISCO,CA,94105,485000,0,1.0,SAN FRANCISCO,432,,1991,57,1123,658,Active,,,https://www.redfin.com/CA/San-Francisco/201-Harrison-St-94105/unit-501/home/1438671,MLSListings,ML81866194,N,Y,37.7874798,-122.3905769
MLS Listing,,Condo/Co-op,461 2nd St Unit C118,San Francisco,CA,94107,750000,1,1.0,San Francisco,672,56167,1907,89,1116,651,Active,,,https://www.redfin.com/CA/San-Francisco/461-2nd-St-94107/unit-C118/home/1203053,San Francisco MLS,421589274,N,Y,37.783797,-122.3937191
MLS Listing,,Condo/Co-op,1101 Green St #603,San Francisco,CA,94109,1250000,1,2.0,San Francisco,918,5279,1928,1,1362,1491,Active,,,https://www.redfin.com/CA/San-Francisco/1101-Green-St-94109/unit-603/home/541969,San Francisco MLS,421615264,N,Y,37.7982681,-122.4174152
MLS Listing,,Multi-Family (2-4 Unit),1059 Montgomery St,San Francisco,CA,94133,1498000,3,2.0,San Francisco,1600,1106,1907,1,936,,Active,December-12-2021 02:00 PM,December-12-2021 04:00 PM,https://www.redfin.com/CA/San-Francisco/1059-Montgomery-St-94133/home/1952591,San Francisco MLS,421615357,N,Y,37.7989858,-122.4042182
MLS Listing,,Single Family Residential,3253 Baker St,San Francisco,CA,94123,3500000,4,3.0,San Francisco,2405,3575,1928,1,1455,,Active,December-6-2021 12:00 PM,December-6-2021 02:00 PM,https://www.redfin.com/CA/San-Francisco/3253-Baker-St-94123/home/1252489,San Francisco MLS,421612473,N,Y,37.8011727,-122.4467902
MLS Listing,,Condo/Co-op,471 23rd Ave #2,SAN FRANCISCO,CA,94121,623950,1,1.0,SAN FRANCISCO,450,,1964,2,1387,326,Active,,,https://www.redfin.com/CA/San-Francisco/471-23rd-Ave-94121/unit-2/home/107594078,MLSListings,ML81871376,N,Y,37.7788088,-122.4827898
MLS Listing,,Single Family Residential,762 Edinburgh St,San Francisco,CA,94112,899000,2,1.0,San Francisco,1350,2495,1926,2,666,,Active,,,https://www.redfin.com/CA/San-Francisco/762-Edinburgh-St-94112/home/1408434,San Francisco MLS,421614275,N,Y,37.7172417,-122.4352779
MLS Listing,,Multi-Family (5+ Unit),2324 Market St,San Francisco,CA,94114,4500000,0,,San Francisco,7586,2761,1972,2,593,,Active,,,https://www.redfin.com/CA/San-Francisco/2324-Market-St-94114/unit-2/home/1112873,San Francisco MLS,421615284,N,Y,37.7638521,-122.4339817
MLS Listing,,Condo/Co-op,470 Clementina St #201,San Francisco,CA,94103,595000,1,1.0,San Francisco,562,3990,2005,2,1059,354,Active,,,https://www.redfin.com/CA/San-Francisco/470-Clementina-St-94103/unit-201/home/1569453,San Francisco MLS,421615187,N,Y,37.7795553,-122.4056453
MLS Listing,,Single Family Residential,942 Noe St,San Francisco,CA,94114,2495000,3,3.5,San Francisco,,,1905,2,,,Active,,,https://www.redfin.com/CA/San-Francisco/942-Noe-St-94114/home/1558091,San Francisco MLS,421576380,N,Y,37.7540084,-122.4323483
MLS Listing,,Condo/Co-op,555 - 1674 4th St #603,San Francisco,CA,94107,1098000,2,2.0,San Francisco,981,63237,2006,2,1119,697,Active,,,https://www.redfin.com/CA/San-Francisco/555-4th-St-94107/unit-603/home/12402462,San Francisco MLS,421615268,N,Y,37.7791203,-122.3971915
MLS Listing,,Single Family Residential,59 Reddy St,San Francisco,CA,94124,998000,3,3.0,San Francisco,2278,2500,1916,2,438,,Active,December-7-2021 02:00 PM,December-7-2021 03:30 PM,https://www.redfin.com/CA/San-Francisco/59-Reddy-St-94124/home/1759723,San Francisco MLS,421614192,N,Y,37.73026,-122.3950494
MLS Listing,,Single Family Residential,122 Gillette Ave,SAN FRANCISCO,CA,94134,998888,4,3.0,SAN FRANCISCO,1440,2495,1961,2,694,,Active,,,https://www.redfin.com/CA/San-Francisco/122-Gillette-Ave-94134/home/1890467,MLSListings,ML81871728,N,Y,37.7106642,-122.3968501
MLS Listing,,Single Family Residential,1876 - 78 Bush St,San Francisco,CA,94109,1950000,5,4.0,San Francisco,3270,3781,,2,596,,Active,,,https://www.redfin.com/CA/San-Francisco/1876-Bush-St-94109/home/2030536,San Francisco MLS,421615240,N,Y,37.7879873,-122.4281334
MLS Listing,,Condo/Co-op,550 Innes St #101,San Francisco,CA,94124,548500,1,1.0,San Francisco,551,5449,2016,2,995,451,Active,,,https://www.redfin.com/CA/San-Francisco/550-Innes-Ave-94124/unit-101/home/144063937,San Francisco MLS,421609557,N,Y,37.7282834,-122.3686875
MLS Listing,,Condo/Co-op,577 Page St,San Francisco,CA,94117,1390000,3,1.0,San Francisco,1193,2623,1913,2,1165,300,Active,December-11-2021 02:00 PM,December-11-2021 04:00 PM,https://www.redfin.com/CA/San-Francisco/577-Page-St-94117/home/855728,BAREIS,421614842,N,Y,37.772862,-122.430121
MLS Listing,,Single Family Residential,780 Darien Way,San Francisco,CA,94127,1750000,3,1.5,San Francisco,2340,3689,1927,2,748,,Active,,,https://www.redfin.com/CA/San-Francisco/780-Darien-Way-94127/home/1686675,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40975520,N,Y,37.7298446,-122.4636416
MLS Listing,,Condo/Co-op,501 Arguello Blvd #204,SAN FRANCISCO,CA,94118,1188000,2,2.0,SAN FRANCISCO,1214,,1987,2,979,691,Active,December-7-2021 11:00 AM,December-7-2021 01:00 PM,https://www.redfin.com/CA/San-Francisco/501-Arguello-Blvd-94118/unit-204/home/177487877,MLSListings,ML81871697,N,Y,37.7809935,-122.4590735
MLS Listing,,Condo/Co-op,451 26th Ave,San Francisco,CA,94121,1345000,4,2.0,San Francisco,1770,3036,1999,2,760,300,Active,,,https://www.redfin.com/CA/San-Francisco/451-26th-Ave-94121/unit-453A/home/608433,San Francisco MLS,421615040,N,Y,37.780991,-122.486208
MLS Listing,,Multi-Family (2-4 Unit),335 27th Ave,San Francisco,CA,94121,1190000,3,4.0,San Francisco,1994,2996,1907,2,597,,Active,,,https://www.redfin.com/CA/San-Francisco/335-27th-Ave-94121/unit-335C/home/1833246,San Francisco MLS,421615154,N,Y,37.7830911,-122.487333
MLS Listing,,Single Family Residential,241 Gates St,San Francisco,CA,94110,899000,2,1.0,San Francisco,1150,1746,1908,2,782,,Active,,,https://www.redfin.com/CA/San-Francisco/241-Gates-St-94110/home/1132601,San Francisco MLS,421615015,N,Y,37.7396802,-122.4138424
MLS Listing,,Single Family Residential,1574 41st Ave,San Francisco,CA,94122,1288000,3,1.0,San Francisco,1630,2996,1938,2,790,,Active,,,https://www.redfin.com/CA/San-Francisco/1574-41st-Ave-94122/home/2036395,San Francisco MLS,421615142,N,Y,37.7574307,-122.5000561
MLS Listing,,Single Family Residential,639 Hearst Ave,San Francisco,CA,94112,995000,3,2.0,San Francisco,1308,2813,1908,2,761,,Active,,,https://www.redfin.com/CA/San-Francisco/639-Hearst-Ave-94112/home/693203,San Francisco MLS,421591913,N,Y,37.7303955,-122.4520538
MLS Listing,,Condo/Co-op,2444 Van Ness Ave #1,San Francisco,CA,94109,1825000,3,3.0,San Francisco,1579,4375,1926,2,1156,832,Active,,,https://www.redfin.com/CA/San-Francisco/2444-Van-Ness-Ave-94109/unit-1/home/1227077,San Francisco MLS,421595514,N,Y,37.7982325,-122.4237091
MLS Listing,,Condo/Co-op,943 Treat Ave,San Francisco,CA,94110,1549000,2,2.0,San Francisco,1176,3750,2021,2,1317,416,Active,December-7-2021 02:30 PM,December-7-2021 03:30 PM,https://www.redfin.com/CA/San-Francisco/943-Treat-Ave-94110/home/177487143,San Francisco MLS,421614864,N,Y,37.7551899,-122.4130207
MLS Listing,,Single Family Residential,1463 Silver Ave,San Francisco,CA,94134,898000,2,1.0,San Francisco,1300,1875,1951,2,691,,Active,December-11-2021 02:00 PM,December-11-2021 04:00 PM,https://www.redfin.com/CA/San-Francisco/1463-Silver-Ave-94134/home/767861,San Francisco MLS,421613773,N,Y,37.7319496,-122.4076365
MLS Listing,,Condo/Co-op,111 Chestnut St #807,San Francisco,CA,94111,735000,1,1.0,San Francisco,633,50190,1993,2,1161,884,Active,,,https://www.redfin.com/CA/San-Francisco/111-Chestnut-St-94111/unit-807/home/542472,San Francisco MLS,421614913,N,Y,37.8042659,-122.4054714
MLS Listing,,Single Family Residential,126 Thrift St,San Francisco,CA,94112,859000,3,2.0,San Francisco,1245,3125,1946,2,690,,Active,December-7-2021 01:00 PM,December-7-2021 02:30 PM,https://www.redfin.com/CA/San-Francisco/126-Thrift-St-94112/home/1337247,San Francisco MLS,421610740,N,Y,37.7176103,-122.4570518
MLS Listing,,Condo/Co-op,1770 Fell St #4,San Francisco,CA,94117,1495000,2,2.0,San Francisco,1124,4977,1908,2,1330,550,Active,December-7-2021 11:00 AM,December-7-2021 12:30 PM,https://www.redfin.com/CA/San-Francisco/1770-Fell-St-94117/unit-4/home/21967110,San Francisco MLS,421615087,N,Y,37.773071,-122.447247
MLS Listing,,Condo/Co-op,280 Spear St Unit 1F,San Francisco,CA,94105,1095000,2,1.0,San Francisco,823,47916,,2,1330,1115,Active,,,https://www.redfin.com/CA/San-Francisco/280-Spear-St-94105/unit-1F/home/174716077,San Francisco MLS,421615097,N,Y,37.7903739,-122.3913812
MLS Listing,,Single Family Residential,2331 46th Ave,San Francisco,CA,94116,1195000,3,2.0,San Francisco,1525,2996,1941,2,784,,Active,December-8-2021 04:30 PM,December-8-2021 05:30 PM,https://www.redfin.com/CA/San-Francisco/2331-46th-Ave-94116/home/658770,San Francisco MLS,421614820,N,Y,37.7430074,-122.5049077
MLS Listing,,Condo/Co-op,612 Broderick St,San Francisco,CA,94117,1350000,3,1.0,San Francisco,1328,2449,1892,2,1017,207,Active,December-12-2021 01:00 PM,December-12-2021 03:00 PM,https://www.redfin.com/CA/San-Francisco/612-Broderick-St-94117/home/1864105,San Francisco MLS,421610813,N,Y,37.7760109,-122.439422
MLS Listing,,Single Family Residential,235 Montecito Ave,San Francisco,CA,94112,1699000,3,2.0,San Francisco,1722,3933,1923,2,987,12,Active,,,https://www.redfin.com/CA/San-Francisco/235-Montecito-Ave-94112/home/693350,San Francisco MLS,421614316,N,Y,37.7298922,-122.4555037
MLS Listing,,Condo/Co-op,3639 - 3645 16th St #3643,San Francisco,CA,94114,999000,3,1.0,San Francisco,,,1917,2,,260,Active,,,https://www.redfin.com/CA/San-Francisco/3639-16th-St-94114/unit-3643/home/172031535,San Francisco MLS,421614162,N,Y,37.7638622,-122.4342487
MLS Listing,,Single Family Residential,1942 44th Ave,San Francisco,CA,94116,1680000,5,3.0,San Francisco,1631,3000,1945,2,1030,,Active,,,https://www.redfin.com/CA/San-Francisco/1942-44th-Ave-94116/unit-1942A/home/893704,San Francisco MLS,421614547,N,Y,37.7503841,-122.5028397
MLS Listing,,Single Family Residential,1515 28th Ave,San Francisco,CA,94122,1225000,2,1.0,San Francisco,1115,2374,1927,2,1099,,Active,,,https://www.redfin.com/CA/San-Francisco/1515-28th-Ave-94122/home/1989197,San Francisco MLS,421612952,N,Y,37.7590514,-122.4867693
MLS Listing,,Condo/Co-op,2926 21st St,San Francisco,CA,94110,999000,2,1.0,San Francisco,997,,1900,2,1002,463,Active,December-11-2021 01:00 PM,December-11-2021 04:00 PM,https://www.redfin.com/CA/San-Francisco/2926-21st-St-94110/home/1212621,San Francisco MLS,421614112,N,Y,37.7576139,-122.4130308
MLS Listing,,Single Family Residential,1719 39TH Ave,San Francisco,CA,94122,1195000,2,1.0,Sunset,800,3000,1943,2,1494,,Active,,,https://www.redfin.com/CA/San-Francisco/1719-39th-Ave-94122/home/642747,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40975467,N,Y,37.7547501,-122.4982358
MLS Listing,,Condo/Co-op,400 Beale St #1802,San Francisco,CA,94105-4432,749999,1,1.0,South Beach,675,,2001,3,1111,854,Active,,,https://www.redfin.com/CA/San-Francisco/400-Beale-St-94105/unit-1802/home/12399976,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40975458,N,Y,37.7870715,-122.3909973
MLS Listing,,Condo/Co-op,230 7th St Unit E4,San Francisco,CA,94103,768000,1,1.0,San Francisco,712,712,,3,1079,411,Active,,,https://www.redfin.com/CA/San-Francisco/230-7th-St-94103/unit-E4/home/177482600,San Francisco MLS,421615013,N,Y,37.777295,-122.409123
MLS Listing,,Single Family Residential,2476 Diamond St,San Francisco,CA,94131,4495000,4,3.5,San Francisco,3508,4142,2021,3,1281,,Active,December-7-2021 12:00 PM,December-7-2021 01:30 PM,https://www.redfin.com/CA/San-Francisco/2476-Diamond-St-94131/home/808798,San Francisco MLS,421613727,N,Y,37.7386952,-122.43509
MLS Listing,,Condo/Co-op,132 Langton St,SAN FRANCISCO,CA,94103,879000,2,1.5,SAN FRANCISCO,1000,,1906,3,879,150,Active,,,https://www.redfin.com/CA/San-Francisco/132-Langton-St-94103/home/1300771,MLSListings,ML81871615,N,Y,37.7757547,-122.4079701
MLS Listing,,Condo/Co-op,333 1st St Unit N1807,San Francisco,CA,94105,1325000,2,2.0,San Francisco,950,38571,2004,3,1395,927,Active,,,https://www.redfin.com/CA/San-Francisco/333-1st-St-94105/unit-N1807/home/878813,San Francisco MLS,421614991,N,Y,37.7869502,-122.3938332
MLS Listing,,Condo/Co-op,401 Crescent Ct #4411,San Francisco,CA,94134,980000,3,2.0,San Francisco,1443,,2007,3,679,673,Active,,,https://www.redfin.com/CA/San-Francisco/401-Crescent-Ct-94134/unit-4411/home/12277980,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40975432,N,Y,37.7106628,-122.3903003
MLS Listing,,Single Family Residential,884 43rd Ave,San Francisco,CA,94121,1300000,2,1.0,San Francisco,,2374,1924,3,,,Active,,,https://www.redfin.com/CA/San-Francisco/884-43rd-Ave-94121/home/624361,San Francisco MLS,421614954,N,Y,37.7720101,-122.5032563
MLS Listing,,Single Family Residential,2219 39th Ave,San Francisco,CA,94116,1798000,4,3.0,San Francisco,1540,3000,1952,3,1168,,Active,December-5-2021 01:30 PM,December-5-2021 04:30 PM,https://www.redfin.com/CA/San-Francisco/2219-39th-Ave-94116/home/1271137,San Francisco MLS,421614869,N,Y,37.7454134,-122.497613
MLS Listing,,Single Family Residential,434 Ellington Ave,San Francisco,CA,94112,1199000,4,2.0,San Francisco,1452,2500,1927,3,826,,Active,,,https://www.redfin.com/CA/San-Francisco/434-Ellington-Ave-94112/home/1205778,San Francisco MLS,421614979,N,Y,37.7118726,-122.4474648
MLS Listing,,Condo/Co-op,10 Kennedy Pl #203,San Francisco,CA,94124,599000,1,1.0,San Francisco,613,,2018,3,977,532,Active,,,https://www.redfin.com/CA/San-Francisco/10-Kennedy-Pl-94124/unit-203/home/173337428,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40975405,N,Y,37.7282024,-122.3676849
MLS Listing,,Single Family Residential,1700 Sloat Blvd,San Francisco,CA,94132,2499000,6,4.5,San Francisco,2496,4412,1949,3,1001,,Active,,,https://www.redfin.com/CA/San-Francisco/1700-Sloat-Blvd-94116/home/1782192,San Francisco MLS,421614843,N,Y,37.7342557,-122.4915003
MLS Listing,,Multi-Family (5+ Unit),1605 - 1617 Washington St,San Francisco,CA,94109,8250000,0,,San Francisco,9401,3267,1908,3,878,,Active,,,https://www.redfin.com/CA/San-Francisco/1605-Washington-St-94109/unit-1617/home/1561823,San Francisco MLS,421614944,N,Y,37.7932982,-122.4198402
MLS Listing,,Multi-Family (2-4 Unit),2645 Bryant St,San Francisco,CA,94110,1299000,,,San Francisco,1500,2825,1925,3,866,,Active,,,https://www.redfin.com/CA/San-Francisco/2645-Bryant-St-94110/home/1901121,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40974923,N,Y,37.7520532,-122.4087395
MLS Listing,,Condo/Co-op,1215 Greenwich St Unit 1C,SAN FRANCISCO,CA,94109,1685000,2,2.0,SAN FRANCISCO,1320,9042,1987,3,1277,785,Active,,,https://www.redfin.com/CA/San-Francisco/1215-Greenwich-St-94109/unit-1C/home/540726,MLSListings,ML81871571,N,Y,37.8007517,-122.4200478
MLS Listing,,Single Family Residential,806 46th Ave,SAN FRANCISCO,CA,94121,1620000,4,3.0,SAN FRANCISCO,1763,1875,1941,3,919,,Active,December-7-2021 11:00 AM,December-7-2021 02:00 PM,https://www.redfin.com/CA/San-Francisco/806-46th-Ave-94121/home/1989112,MLSListings,ML81871567,N,Y,37.7732221,-122.5066116
MLS Listing,,Single Family Residential,14 Allen St,San Francisco,CA,94109,949000,2,2.0,San Francisco,1081,1197,1927,3,878,,Active,December-5-2021 03:00 PM,December-5-2021 05:00 PM,https://www.redfin.com/CA/San-Francisco/14-Allen-St-94109/home/2032917,San Francisco MLS,421611017,N,Y,37.7995164,-122.4194063
MLS Listing,,Condo/Co-op,2174 Fell St,San Francisco,CA,94117,1795000,3,2.0,San Francisco,,2500,1999,3,,325,Active,,,https://www.redfin.com/CA/San-Francisco/2174-Fell-St-94117/home/597480,San Francisco MLS,421614719,N,Y,37.772256,-122.453668
MLS Listing,,Condo/Co-op,601 Van Ness Ave #430,San Francisco,CA,94102,599000,1,1.0,San Francisco,677,105806,1982,3,885,992,Active,,,https://www.redfin.com/CA/San-Francisco/601-Van-Ness-Ave-94102/unit-430/home/578738,San Francisco MLS,421614341,N,Y,37.7811165,-122.4213309
MLS Listing,,Single Family Residential,2626 23rd Ave,San Francisco,CA,94116,1125000,2,1.0,San Francisco,1105,2996,1930,3,1018,,Active,,,https://www.redfin.com/CA/San-Francisco/2626-23rd-Ave-94116/home/1927752,San Francisco MLS,421614432,N,Y,37.738595,-122.4794734
MLS Listing,,Condo/Co-op,1201 California St #104,San Francisco,CA,94109,950000,1,1.0,San Francisco,830,,,3,1145,1065,Active,,,https://www.redfin.com/CA/San-Francisco/1201-California-St-94109/unit-104/home/12400741,San Francisco MLS,421613192,N,Y,37.790957,-122.4143844
MLS Listing,,Condo/Co-op,1201 California St #102,San Francisco,CA,94109,1650000,2,2.0,San Francisco,1650,,,3,1000,2164,Active,,,https://www.redfin.com/CA/San-Francisco/1201-California-St-94109/unit-102/home/12400931,San Francisco MLS,421613181,N,Y,37.790957,-122.4143844
MLS Listing,,Condo/Co-op,1188 Valencia St #101,San Francisco,CA,94110,1595000,2,2.0,San Francisco,1113,14316,2018,3,1433,635,Active,December-7-2021 02:00 PM,December-7-2021 03:30 PM,https://www.redfin.com/CA/San-Francisco/1188-Valencia-St-94110/unit-101/home/145426249,San Francisco MLS,421614122,N,Y,37.7539098,-122.4211624
MLS Listing,,Condo/Co-op,38 Steiner St #103,San Francisco,CA,94117,1279000,2,2.5,San Francisco,1129,5127,1900,3,1133,365,Active,,,https://www.redfin.com/CA/San-Francisco/38-Steiner-St-94117/unit-103/home/177474987,San Francisco MLS,421614584,N,Y,37.7702163,-122.4316282
MLS Listing,,Condo/Co-op,1360 Montgomery St #11,San Francisco,CA,94133,2999999,2,2.0,San Francisco,1550,,1936,3,1935,1172,Active,,,https://www.redfin.com/CA/San-Francisco/1360-Montgomery-St-94133/unit-11/home/1466173,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40975343,N,Y,37.8017784,-122.4044008
MLS Listing,,Condo/Co-op,1465 Laguna St #2,San Francisco,CA,94115,498000,1,1.0,San Francisco,550,,,3,905,544,Active,,,https://www.redfin.com/CA/San-Francisco/1465-Laguna-St-94115/unit-2/home/12401185,San Francisco MLS,421613267,N,Y,37.7846518,-122.4280988
MLS Listing,,Condo/Co-op,66 Cleary Ct #305,San Francisco,CA,94109,1000000,3,2.0,San Francisco,1155,65376,1963,3,866,998,Active,December-7-2021 11:00 AM,December-7-2021 12:30 PM,https://www.redfin.com/CA/San-Francisco/66-Cleary-Ct-94109/unit-305/home/931028,San Francisco MLS,421593334,N,Y,37.7841279,-122.4273921
MLS Listing,,Single Family Residential,1254 36th Ave,San Francisco,CA,94122,1188000,2,1.0,San Francisco,1200,3598,1921,3,990,,Active,December-6-2021 05:00 PM,December-6-2021 06:00 PM,https://www.redfin.com/CA/San-Francisco/1254-36th-Ave-94122/home/1984853,San Francisco MLS,421614438,N,Y,37.763611,-122.4951306
MLS Listing,,Condo/Co-op,425 1st St #6004,San Francisco,CA,94105,3998000,2,2.0,San Francisco,1568,56024,2008,4,2550,1311,Active,,,https://www.redfin.com/CA/San-Francisco/425-1st-St-94105/unit-6004/home/17304775,San Francisco MLS,421612228,N,Y,37.7857365,-122.3921923
MLS Listing,,Vacant Land,1088 Howard St,San Francisco,CA,94103,5500000,0,,San Francisco,,2247,,4,,,Active,,,https://www.redfin.com/CA/San-Francisco/1088-Howard-St-94103/home/174331014,San Francisco MLS,421612899,N,Y,37.7784205,-122.4093069
MLS Listing,,Multi-Family (2-4 Unit),2937 - 2939 Harrison St,San Francisco,CA,94110,1350000,6,3.0,San Francisco,3120,3300,1929,4,433,,Active,,,https://www.redfin.com/CA/San-Francisco/2937-Harrison-St-94110/home/1662799,MetroList,421614647,N,Y,37.7504512,-122.4113737
MLS Listing,,Single Family Residential,248 Valley St,San Francisco,CA,94131,1695000,3,2.0,San Francisco,1400,4312,1909,4,1211,,Active,,,https://www.redfin.com/CA/San-Francisco/248-Valley-St-94131/home/1704539,San Francisco MLS,421611014,N,Y,37.7446154,-122.427835
MLS Listing,,Condo/Co-op,415 Bryant St #3,San Francisco,CA,94107,800000,1,1.5,San Francisco,1015,4000,2002,4,788,,Active,December-8-2021 12:00 PM,December-8-2021 01:30 PM,https://www.redfin.com/CA/San-Francisco/415-Bryant-St-94107/unit-3/home/12397748,San Francisco MLS,421589154,N,Y,37.7825768,-122.393874
MLS Listing,,Multi-Family (2-4 Unit),216 - 218 Downey St,San Francisco,CA,94117,1900000,4,2.0,San Francisco,2500,2000,1900,4,760,,Active,December-7-2021 12:00 PM,December-7-2021 01:30 PM,https://www.redfin.com/CA/San-Francisco/216-Downey-St-94117/home/600453,San Francisco MLS,421614601,N,Y,37.7651231,-122.4465767
MLS Listing,,Multi-Family (2-4 Unit),2665 - 2667 Bryant St,San Francisco,CA,94110,1095000,4,1.0,San Francisco,1741,1781,1900,4,629,,Active,,,https://www.redfin.com/CA/San-Francisco/2665-Bryant-St-94110/home/1362033,San Francisco MLS,421614458,N,Y,37.7517589,-122.4087115
MLS Listing,,Condo/Co-op,6516 California St,San Francisco,CA,94121,1195000,2,1.0,San Francisco,1520,2495,1925,4,786,275,Active,,,https://www.redfin.com/CA/San-Francisco/6516-California-St-94121/home/21966497,San Francisco MLS,421614568,N,Y,37.7840157,-122.4875378
MLS Listing,,Single Family Residential,1706 9th Ave,San Francisco,CA,94122,1095000,3,2.0,San Francisco,1334,3000,1922,4,821,,Active,,,https://www.redfin.com/CA/San-Francisco/1706-9th-Ave-94122/home/2021514,San Francisco MLS,421614556,N,Y,37.7563674,-122.4655544
MLS Listing,,Condo/Co-op,55 Oak St #508,San Francisco,CA,94102,798000,1,1.0,San Francisco,657,10227,2021,4,1215,773,Active,,,https://www.redfin.com/CA/San-Francisco/55-Oak-St-94102/unit-508/home/177425612,San Francisco MLS,421614595,N,Y,37.7750848,-122.4200908
MLS Listing,,Condo/Co-op,701 Minnesota #116,San Francisco,CA,94107,749900,1,1.0,San Francisco,898,,1900,4,835,485,Active,,,https://www.redfin.com/CA/San-Francisco/701-Minnesota-St-94107/unit-116/home/12396533,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40975260,N,Y,37.7615332,-122.3899573
